"","name","salary","team","height_ft","weight_lb","school","country","DraftYear","DraftRound","DraftNum","PlusMinus","PlayerYear","Pos","Age","Games","started","MinGames","FG","FG_att","three","three_att","two","two_att","FT","FT_att","o_reb","d_reb","t_reb","assist","steal","block","TO","fouls","ppg","infl","mvp","mip","SixthMan","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","FG_per","two_per","EFG","three_per","FT_per","TeamWins","NumYears"
"7450","Quentin Richardson",1020960,"LAC","6'6",223,"DePaul","USA","2000","1","18",-4.3,2001,"SG",20,76,28,17.9,3.1,6.9,0.7,2,2.4,4.9,1.3,2.1,1.4,2,3.4,0.8,0.6,0.1,0.8,1.3,8.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4492754,0.4897959,0.5,0.35,0.6190476,31,12
"7451","Pat Garrity",1019280,"ORL","6'9""",238,"Notre Dame","USA","1998","1","19",0.3,2001,"SF",24,76,1,20.8,2.9,7.6,1.3,2.9,1.7,4.6,1.1,1.3,0.7,2.1,2.8,0.7,0.5,0.2,0.9,3.2,8.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3815789,0.3695652,0.4671053,0.4482759,0.8461538,43,8
"7452","Quincy Lewis",1000440,"UTA","6'7""",215,"Minnesota","USA","1999","1","19",6.5,2001,"SF",23,35,2,11.5,1.4,3.5,0.3,0.7,1.2,2.8,0.4,0.6,0.4,0.9,1.3,0.5,0.3,0.3,0.5,2.2,3.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4,0.4285714,0.4428571,0.4285714,0.6666667,53,3
"7453","Kevin Edwards",1000000,"MEM","6'3""",210,"DePaul","USA","1988","1","20",-1.7,2001,"SG",35,46,5,13.8,1.2,3.7,0.1,0.4,1.1,3.3,0.9,1.2,0.5,1.3,1.8,1.1,0.6,0.2,0.8,1,3.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3243243,0.3333333,0.3378378,0.25,0.75,23,1
"7454","Jerome Kersey",1000000,"MIL","6'7""",215,"Longwood","USA","1984","2","46",1.2,2001,"SF",38,22,2,11,1.5,3.1,0,0,1.5,3.1,0.4,0.7,0.4,1.7,2,0.7,0.6,0.4,0.3,1.6,3.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.483871,0.483871,0.483871,NA,0.5714286,52,2
"7455","Felton Spencer",1000000,"NYK","7'0""",265,"Louisville","USA","1990","1","6",5.2,2001,"C",33,18,0,6.3,0.7,1.1,0,0,0.7,1.1,0.8,1.4,0.9,1.1,1.9,0.1,0.1,0.1,0.6,1.3,2.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.6363636,0.6363636,0.6363636,NA,0.5714286,48,2
"7456","Dee Brown",1000000,"ORL","6'2""",205,"Jacksonville","USA","1990","1","19",-8.9,2001,"PG",32,7,0,22.1,2.3,6.3,1.7,4.6,0.6,1.7,0.6,0.7,0,1.6,1.6,1.7,0.6,0,1,1.4,6.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3650794,0.3529412,0.5,0.3695652,0.8571429,43,4
"7457","Monty Williams",1000000,"ORL","6'8""",225,"Notre Dame","USA","1994","1","24",-7.7,2001,"SF",29,82,0,14.8,2,4.4,0,0.2,2,4.3,1,1.6,1,1.9,3,1,0.4,0.2,1,1.7,5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4545455,0.4651163,0.4545455,0,0.625,43,4
"7458","Mario Elie",1000000,"PHO","6'5""",225,"American International","USA","1985","7","160",3.3,2001,"SG",37,68,67,22.1,1.5,3.6,0.5,1.5,1,2.1,0.8,1,0.6,1.7,2.3,1.9,0.9,0.2,0.9,1.6,4.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4166667,0.4761905,0.4861111,0.3333333,0.8,51,2
"7459","Tyrone Corbin",1000000,"TOR","6'6""",210,"DePaul","USA","1985","2","35",-14.7,2001,"SF",38,15,1,7.8,0.6,2.5,0,0.3,0.6,2.2,0.1,0.3,0.2,0.7,0.9,0.3,0.1,0,0.2,1.2,1.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.24,0.2727273,0.24,0,0.3333333,47,2
"7460","Bruno Sundov",997000,"IND","7'2""",239,"None","Croatia","1998","2","35",-14.4,2001,"C",20,11,4,10.9,1.8,3.7,0,0.4,1.8,3.4,0.3,0.5,0.4,1.7,2.1,0.2,0.2,0.4,0.3,1.9,3.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4864865,0.5294118,0.4864865,0,0.6,41,3
"7461","Ruben Patterson",990000,"OKC","6'5""",224,"Cincinnati","USA","1998","2","31",2.8,2001,"SF",25,76,22,27.1,4.9,9.9,0,0.5,4.8,9.4,3.2,4.8,2.4,2.6,5,2.1,1.4,0.6,2,2.3,13,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4949495,0.5106383,0.4949495,0,0.6666667,44,9
"7462","Roshown McLeod",978600,"PHI","6'8""",221,"Duke","USA","1998","1","20",-2,2001,"SF",25,35,25,26.3,4.1,9.5,0.1,0.6,4.1,8.9,1.3,1.5,1.1,2.3,3.4,1.7,0.7,0.2,1.7,2.6,9.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4315789,0.4606742,0.4368421,0.1666667,0.8666667,56,2
"7463","Jamaal Magloire",975000,"CHO","6'10""",260,"Kentucky","Canada","2000","1","19",2.7,2001,"C",22,74,0,14.8,1.6,3.7,0,0,1.6,3.6,1.3,2,1.4,2.6,4,0.4,0.2,1.1,0.8,1.9,4.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4324324,0.4444444,0.4324324,NA,0.65,NA,12
"7464","Dion Glover",960480,"ATL","6'5""",228,"Georgia Tech","USA","1999","1","20",-3.4,2001,"SG",22,57,7,16.3,2.5,5.9,0.2,0.8,2.3,5.1,0.8,1.2,0.7,1.6,2.3,1.2,0.9,0.2,0.9,1.6,5.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4237288,0.4509804,0.440678,0.25,0.6666667,25,5
"7465","Ricky Davis",939360,"MIA","6'7""",197,"Iowa","USA","1998","1","21",22.7,2001,"SG",21,7,0,10,1.7,4.1,0.1,0.1,1.6,4,1,1.1,0.1,0.9,1,1.6,0.7,0.3,0.7,1,4.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4146341,0.4,0.4268293,1,0.9090909,50,11
"7466","Terry Davis",923500,"DEN","6'10""",270,"Virginia Union","USA","Undrafted","Undrafted","Undrafted",-8,2001,"PF",33,19,1,12,0.6,1.3,0,0,0.6,1.3,0.5,1.2,1.3,1.5,2.8,0.4,0.1,0.1,0.3,1.8,1.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4615385,0.4615385,0.4615385,NA,0.4166667,40,1
"7467","Stacey Augmon",923500,"POR","6'8""",205,"Nevada-Las Vegas","USA","1991","1","9",1.3,2001,"SG",32,66,23,17.9,1.9,4,0,0.1,1.9,4,0.9,1.3,0.9,1.5,2.4,1.5,0.7,0.3,0.7,1.6,4.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.475,0.475,0.475,0,0.6923077,50,8
"7468","Jeff Foster",922080,"IND","6'11""",242,"Texas State","USA","1999","1","21",2.3,2001,"C",24,71,9,16.2,1.4,3,0,0.1,1.4,2.9,0.7,1.3,2,3.5,5.5,0.5,0.5,0.4,0.7,2.1,3.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4666667,0.4827586,0.4666667,0,0.5384615,41,12
"7469","Brian Skinner",901800,"LAC","6'9""",265,"Baylor","USA","1998","1","22",-8.1,2001,"PF",24,39,23,15,1.6,4.1,0,0,1.6,4.1,0.8,1.5,1.4,2.9,4.3,0.5,0.4,0.3,0.8,1.6,4.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3902439,0.3902439,0.3902439,NA,0.5333333,31,11
"7470","Morris Peterson",898560,"TOR","6'7""",218,"Michigan State","USA","2000","1","21",2.6,2001,"SG",23,80,49,22.6,3.6,8.4,0.8,2.1,2.8,6.4,1.3,1.8,1.4,1.8,3.2,1.3,0.8,0.3,1,2.1,9.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4285714,0.4375,0.4761905,0.3809524,0.7222222,47,10
"7471","Kenny Thomas",885120,"HOU","6'8""",260,"New Mexico","USA","1999","1","22",4.8,2001,"PF",23,74,21,24.6,2.8,6.3,0.3,1.2,2.4,5,1.2,1.7,1.6,4,5.6,1,0.5,0.6,1.6,2.4,7.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4444444,0.48,0.468254,0.25,0.7058824,45,10
"7472","Fred Hoiberg",880000,"CHI","6'5""",210,"Iowa State","USA","1995","2","52",-8.5,2001,"SG",28,74,37,30.4,2.9,6.7,1.4,3.4,1.5,3.3,1.8,2.1,0.3,3.9,4.2,3.6,1.3,0.2,1,2.1,9.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4328358,0.4545455,0.5373134,0.4117647,0.8571429,15,6
"7473","Tyronn Lue",865800,"LAL","6'0""",178,"Nebraska","USA","1998","1","23",-5.3,2001,"PG",23,38,1,12.3,1.3,3.1,0.3,0.9,1,2.2,0.5,0.6,0.1,0.7,0.8,1.2,0.5,0,0.7,1.4,3.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4193548,0.4545455,0.4677419,0.3333333,0.8333333,56,10
"7474","Devean George",849720,"LAL","6'8""",220,"Augsburg","USA","1999","1","23",-7.1,2001,"SF",23,59,1,10.1,1.1,3.5,0.3,1.2,0.8,2.4,0.7,0.9,0.6,1.3,1.9,0.3,0.3,0.3,0.6,1.5,3.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3142857,0.3333333,0.3571429,0.25,0.7777778,56,11
"7475","Felipe Lopez",831120,"MIN","6'5""",195,"St. John's (NY)","Dominican Rep...","1998","1","24",-5.2,2001,"SG-PG",26,70,48,22.4,3,6.8,0.3,0.7,2.7,6.1,1.6,2.2,0.8,2.6,3.3,1.5,0.9,0.4,1.2,2.2,7.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4411765,0.442623,0.4632353,0.4285714,0.7272727,47,2
"7476","DeShawn Stevenson",828120,"UTA","6'5""",210,"None","USA","2000","1","23",0.8,2001,"SG",19,40,2,7.3,0.8,2.3,0,0.3,0.8,2,0.7,1,0.2,0.5,0.7,0.5,0.3,0.1,0.7,0.7,2.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3478261,0.4,0.3478261,0,0.7,53,13
"7477","John Crotty",800000,"UTA","6'2""",194,"Virginia","USA","Undrafted","Undrafted","Undrafted",2.7,2001,"PG",31,31,0,8.5,0.7,2.1,0.1,0.2,0.6,1.9,0.5,0.6,0.4,0.5,0.9,1.1,0.2,0,0.6,1,2.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3333333,0.3157895,0.3571429,0.5,0.8333333,53,5
"7478","Mahmoud Abdul-Rauf",798500,"MEM","6'1""",162,"Louisiana State","USA","1990","1","3",-1.6,2001,"PG",31,41,0,11.9,2.9,6,0.1,0.3,2.8,5.7,0.5,0.7,0.1,0.5,0.6,1.9,0.2,0,0.6,1.2,6.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4833333,0.4912281,0.4916667,0.3333333,0.7142857,23,1
"7479","Al Harrington",797880,"IND","6'9""",254,"None","USA","1998","1","25",-0.3,2001,"PF",20,78,38,24.3,3.1,7,0,0.1,3.1,6.9,1.3,2,1.5,3.4,4.9,1.7,0.8,0.2,1.9,2.9,7.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4428571,0.4492754,0.4428571,0,0.65,41,15
"7480","Dalibor Bagaric",795000,"CHI","7'1""",277,"None","Croatia","2000","1","24",-8.4,2001,"C",20,35,0,7.4,0.5,1.9,0,0,0.5,1.8,0.4,0.8,0.6,1,1.6,0.3,0.3,0.5,0.6,1.3,1.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.2631579,0.2777778,0.2631579,NA,0.5,15,3
"7481","Tim James",783120,"CHO","6'7""",212,"Miami (FL)","USA","1999","1","25",-2,2001,"SF",24,30,0,6.6,0.5,1.7,0,0.1,0.5,1.6,0.4,0.5,0.5,0.7,1.2,0.3,0.1,0.2,0.3,0.9,1.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.2941176,0.3125,0.2941176,0,0.8,NA,1
"7482","Jake Tsakalidis",763200,"PHO","7'2""",285,"None","Greece","2000","1","25",-1.5,2001,"C",21,57,39,16.6,1.8,3.8,0,0,1.8,3.8,0.9,1.6,1.5,2.8,4.2,0.3,0.2,1,1.2,2.4,4.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4736842,0.4736842,0.4736842,NA,0.5625,51,6
"7483","Vonteego Cummings",757200,"GSW","6'3""",190,"Pittsburgh","USA","1999","1","26",-12.2,2001,"PG",24,66,11,22.7,2.7,7.8,0.7,2.2,2,5.7,1.2,1.8,0.7,1.4,2.1,3.4,1,0.2,1.4,2.4,7.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3461538,0.3508772,0.3910256,0.3181818,0.6666667,17,3
"7484","Corey Benjamin",749160,"CHI","6'6",205,"Oregon State","USA","1998","1","28",-11.1,2001,"PG",22,65,5,13.2,1.8,4.6,0.3,1.2,1.4,3.4,0.9,1.3,0.6,1,1.5,1.1,0.4,0.2,1,2,4.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3913043,0.4117647,0.423913,0.25,0.6923077,15,2
"7485","Vladimir Stepania",749160,"BRK","7'0""",236,"None","Georgia","1998","1","27",1.7,2001,"C",24,29,0,9.7,1,3,0,0.1,0.9,2.9,0.9,1.2,1.2,2.6,3.8,0.6,0.3,0.4,0.7,1.6,2.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3333333,0.3103448,0.3333333,0,0.75,26,5
"7486","Nazr Mohammed",739080,"ATL","6'10""",240,"Kentucky","USA","1998","1","29",-2.3,2001,"C",23,58,22,15.7,3,6.4,0,0,3,6.3,1.5,2.2,2,3.3,5.3,0.3,0.5,0.6,1.1,1.9,7.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.46875,0.4761905,0.46875,NA,0.6818182,25,16
"7487","Isaiah Rider",736000,"LAL","6'5""",215,"Nevada-Las Vegas","USA","1993","1","5",-0.9,2001,"SG",29,67,6,18,3,7,0.5,1.4,2.5,5.7,1.1,1.2,0.7,1.7,2.3,1.7,0.4,0.1,1.5,1.6,7.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4285714,0.4385965,0.4642857,0.3571429,0.9166667,56,3
"7488","Todd Day",736000,"MIN","6'6""",188,"Arkansas","USA","1992","1","8",0.7,2001,"SG",31,31,0,11.1,1.4,3.8,0.8,2.2,0.6,1.6,0.6,0.7,0.3,0.9,1.2,0.9,0.3,0.2,0.8,1.7,4.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3684211,0.375,0.4736842,0.3636364,0.8571429,47,2
"7489","David Benoit",736000,"UTA","6'8""",220,"Alabama","USA","Undrafted","Undrafted","Undrafted",0.2,2001,"SF",32,49,2,9.1,1.4,3,0.1,0.3,1.3,2.7,0.6,0.8,0.4,1.2,1.7,0.4,0.1,0.1,0.6,1.5,3.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4666667,0.4814815,0.4833333,0.3333333,0.75,53,1
"7490","Jumaine Jones",735600,"PHI","6'8""",218,"Georgia","USA","1999","1","27",-1.1,2001,"SF",21,65,0,13.3,1.9,4.2,0.3,0.9,1.6,3.3,0.6,0.8,1,1.9,2.9,0.5,0.5,0.2,0.6,1,4.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.452381,0.4848485,0.4880952,0.3333333,0.75,56,7
"7491","Bruce Bowen",733000,"MIA","6'7""",200,"Cal State-Fullerton","USA","Undrafted","Undrafted","Undrafted",2.7,2001,"SF",29,82,72,32.7,2.6,7.1,1.3,3.7,1.3,3.3,1.2,2,0.5,2.4,3,1.6,1,0.6,0.9,3.3,7.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3661972,0.3939394,0.4577465,0.3513514,0.6,50,11
"7492","Damon Jones",710000,"MEM","6'3""",185,"Houston","USA","Undrafted","Undrafted","Undrafted",-8,2001,"PG",24,71,10,19.9,2.4,5.9,1.2,3.3,1.2,2.6,0.5,0.7,0.2,1.5,1.7,3.2,0.5,0,1.1,0.8,6.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4067797,0.4615385,0.5084746,0.3636364,0.7142857,23,11
"7493","Mark Madsen",707040,"LAL","6'9""",240,"Stanford","USA","2000","1","29",-5.3,2001,"PF",25,70,3,9.2,0.8,1.6,0,0,0.8,1.6,0.4,0.5,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.6,2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.5,0.5,NA,0.8,56,7
"7494","Reggie Slater",673500,"MIN","6'7""",255,"Wyoming","USA","Undrafted","Undrafted","Undrafted",4.1,2001,"PF",30,55,16,12.5,1.6,3.2,0,0,1.6,3.2,1.3,2,1.4,2,3.4,0.5,0.3,0.2,0.8,2.3,4.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.5,0.5,NA,0.65,47,3
"7495","Darrick Martin",673500,"SAC","5'11""",170,"UCLA","USA","Undrafted","Undrafted","Undrafted",-1.6,2001,"PG",29,31,0,5.7,0.9,2.5,0.5,0.9,0.5,1.6,1,1.1,0.1,0.5,0.5,0.5,0.2,0,0.3,0.9,3.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.36,0.3125,0.46,0.5555556,0.9090909,55,5
"7496","Larry Robinson",611000,"ATL","6'3""",180,"Centenary (LA)","USA","Undrafted","Undrafted","Undrafted",-5.3,2001,"PG-SG",33,34,1,18.6,2,5.4,1.3,3.4,0.7,2,0.6,0.7,0.7,1.9,2.6,1.1,0.8,0.1,0.7,1.4,5.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3703704,0.35,0.4907407,0.3823529,0.8571429,25,1
"7497","Todd Fuller",611000,"MIA","6'11""",255,"North Carolina State","USA","1996","1","11",-5.3,2001,"C",26,10,0,7.7,1,3.5,0,0,1,3.5,0.8,0.8,0.7,1.1,1.8,0.1,0.3,0.2,0.3,1,2.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.2857143,0.2857143,0.2857143,NA,1,50,2
"7498","Don Reid",611000,"ORL","6'8""",250,"Georgetown","USA","1995","2","58",-1.1,2001,"PF",27,65,7,11.8,1.3,2.2,0,0,1.3,2.2,0.7,1.2,1.3,2.4,3.7,0.3,0.4,0.8,0.7,2.9,3.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5909091,0.5909091,0.5909091,NA,0.5833333,43,3
"7499","Antonio Harvey",611000,"POR","6'11""",250,"Pfeiffer","USA","Undrafted","Undrafted","Undrafted",-15.8,2001,"PF",30,12,0,6,1.1,2.3,0,0,1.1,2.3,0.4,0.5,0.4,0.8,1.2,0.3,0.1,0.5,0.3,0.8,2.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4782609,0.4782609,0.4782609,NA,0.8,50,3
"7500","Emanual Davis",610000,"OKC","6'5""",195,"Delaware State","USA","Undrafted","Undrafted","Undrafted",0.2,2001,"SG",32,62,39,20.8,2.1,5.1,0.8,2,1.3,3.1,0.7,0.9,0.5,2,2.5,2.2,1,0.2,1.2,1.6,5.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4117647,0.4193548,0.4901961,0.4,0.7777778,44,4
"7501","Eddie Robinson",600000,"CHO","6'9""",205,"Central Oklahoma","USA","Undrafted","Undrafted","Undrafted",1.3,2001,"SF",24,67,6,17.9,3.2,6.1,0,0.1,3.2,6,1,1.3,0.9,2.1,3,0.9,0.7,0.5,0.6,1,7.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5245902,0.5333333,0.5245902,0,0.7692308,NA,5
"7502","John Amaechi",600000,"ORL","6'10""",270,"Penn State","England","Undrafted","Undrafted","Undrafted",-5.7,2001,"C",30,82,36,20.9,2.9,7.2,0,0.1,2.9,7.1,2.1,3.4,0.9,2.3,3.3,0.9,0.3,0.4,1.5,2.1,7.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4027778,0.4084507,0.4027778,0,0.6176471,43,4
"7503","Shammond Williams",550000,"OKC","6'1""",201,"North Carolina","USA","1998","2","34",0.4,2001,"PG",25,69,6,17.9,2.3,5.3,0.9,1.9,1.4,3.4,1.2,1.4,0.5,1.4,1.9,2.8,0.4,0.1,1.2,1.2,6.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4339623,0.4117647,0.5188679,0.4736842,0.8571429,44,6
"7504","Doug Overton",548500,"BRK","6'3""",190,"La Salle","USA","1991","2","40",-7.6,2001,"PG",31,21,10,22.6,2.5,6.6,0.5,1.7,2,4.9,0.5,0.8,0.2,1.7,1.9,3.4,0.4,0,1.5,1.8,6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3787879,0.4081633,0.4166667,0.2941176,0.625,26,4
"7505","Shawnelle Scott",548500,"SAS","6'11""",250,"St. John's (NY)","USA","1994","2","43",-23.4,2001,"C",28,27,1,5.3,0.6,1.5,0,0,0.6,1.5,0.3,0.8,0.9,1,1.9,0.1,0.2,0.2,0.4,0.9,1.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4,0.4,0.4,NA,0.375,58,2
"7506","Rick Brunson",539500,"NYK","6'4""",190,"Temple","USA","Undrafted","Undrafted","Undrafted",-1.4,2001,"PG",28,22,0,9.5,0.8,2.5,0.1,0.6,0.7,1.8,0.4,0.7,0.2,0.7,1,1.4,0.4,0,0.8,1,2.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.32,0.3888889,0.34,0.1666667,0.5714286,48,7
"7507","Kevin Ollie",523500,"PHI","6'2""",195,"Connecticut","USA","Undrafted","Undrafted","Undrafted",-2.9,2001,"PG",28,70,4,13.2,1.1,2.7,0,0,1.1,2.7,0.9,1.3,0.2,1.1,1.4,2.1,0.4,0,0.7,1.2,3.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4074074,0.4074074,0.4074074,NA,0.6923077,56,12
"7508","Moochie Norris",523500,"HOU","6'1""",175,"West Florida","USA","1996","2","33",3.4,2001,"PG",27,82,6,20.2,2.2,5,0.3,1.1,1.9,4,1.8,2.4,0.5,1.9,2.4,3.5,0.8,0,1.3,1,6.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.44,0.475,0.47,0.2727273,0.75,45,7
"7509","Tyus Edney",523500,"IND","5'10""",166,"UCLA","USA","1995","2","47",-7.9,2001,"PG",27,24,0,11,1.5,3.8,0,0.3,1.4,3.5,1.5,1.6,0.2,0.8,1,2.3,0.7,0,1,0.7,4.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3947368,0.4,0.3947368,0,0.9375,41,1
"7510","Jeff McInnis",523500,"LAC","6'4""",178,"North Carolina","USA","1996","2","37",-5,2001,"PG",26,81,81,35,5.3,11.5,0.6,1.8,4.7,9.7,1.6,2,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4608696,0.4845361,0.4869565,0.3333333,0.8,31,9
"7511","Troy Hudson",523500,"ORL","6'1""",170,"Southern Illinois","USA","Undrafted","Undrafted","Undrafted",-4.7,2001,"PG",24,75,7,13.4,1.7,5,0.3,1.5,1.4,3.5,1.1,1.4,0.5,0.9,1.4,2.2,0.5,0,1.2,1.1,4.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.34,0.4,0.37,0.2,0.7857143,43,9
"7512","Ryan Bowen",510000,"DEN","6'7""",220,"Iowa","USA","1998","2","55",-1.4,2001,"SF",25,57,0,12.2,1.4,2.5,0.1,0.2,1.3,2.3,0.5,0.8,1.1,0.9,2,0.5,0.6,0.2,0.4,1.7,3.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.56,0.5652174,0.58,0.5,0.625,40,8
"7513","Laron Profit",508000,"WAS","6'5""",204,"Maryland","USA","1999","2","38",-4.6,2001,"PG",23,35,12,17.3,1.6,4.1,0.2,0.7,1.4,3.3,0.9,1.3,0.5,1.3,1.8,2.5,1,0.3,1.3,1.2,4.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3902439,0.4242424,0.4146341,0.2857143,0.6923077,19,4
"7514","Adrian Griffin",498500,"BOS","6'5""",215,"Seton Hall","USA","Undrafted","Undrafted","Undrafted",-2.7,2001,"SF",26,44,0,8.6,0.8,2.2,0.2,0.6,0.5,1.6,0.4,0.5,0.6,1.4,2,0.6,0.4,0.1,0.4,1,2.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3636364,0.3125,0.4090909,0.3333333,0.8,36,8
"7515","Earl Boykins",498500,"LAC","5'5",133,"Eastern Michigan","USA","Undrafted","Undrafted","Undrafted",-4.3,2001,"PG",24,10,0,14.9,2.5,6.3,0.1,0.8,2.4,5.5,1.4,1.7,0.4,0.7,1.1,3.2,0.5,0,0.9,0.9,6.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3968254,0.4363636,0.4047619,0.125,0.8235294,31,11
"7516","Mark Pope",498500,"MIL","6'10""",235,"Kentucky","USA","1996","2","52",5.7,2001,"PF",28,63,45,15,1,2.3,0.1,0.4,0.9,1.9,0.3,0.6,0.9,1.4,2.3,0.6,0.3,0.4,0.3,2.2,2.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4347826,0.4736842,0.4565217,0.25,0.5,52,2
